R_fighter,B_fighter,date,Winner,title_bout,weight_class,no_of_rounds,B_avg_BODY_landed,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SUB_ATT,B_avg_TD_landed,B_losses,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Stance,B_Height_cms,B_Reach_cms,R_avg_BODY_landed,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SUB_ATT,R_avg_TD_landed,R_losses,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Stance,R_Height_cms,R_Reach_cms,B_age,R_age
Mike Pierce,Amilcar Alves,8/28/2010,Red,FALSE,Welterweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Southpaw,182.88,?,8.333333333,21.33333333,0,10.33333333,2.333333333,0,0,4.333333333,1,0,0,0,2,0,0,0,Orthodox,172.72,177.8,22,29
Anderson Silva,Chael Sonnen,8/7/2010,Red,TRUE,Middleweight,5,2.714285714,18.85714286,0,9.428571429,1.571428571,0,0,3.285714286,3,0,0,0,4,0,0,0,Southpaw,185.42,187.96,6.818181818,17.18181818,1.090909091,9,0.181818182,0.090909091,0.272727273,0.181818182,0,7,0,0,2,7,2,0,Southpaw,187.96,195.58,33,35
Jon Fitch,Thiago Alves,8/7/2010,Red,FALSE,Welterweight,3,3.416666667,16.16666667,0.666666667,9.75,0.916666667,0,0.333333333,0.5,3,1,0,0,2,6,0,1,Orthodox,175.26,177.8,7.769230769,22.92307692,0.153846154,5.153846154,2.769230769,0,0.846153846,3,1,1,0,1,7,1,3,0,Orthodox,182.88,193.04,26,32
Clay Guida,Rafael Dos Anjos,8/7/2010,Red,FALSE,Lightweight,3,2.2,19.2,0,9.4,3,0.2,1.6,2.6,2,0,0,0,2,0,1,0,Southpaw,172.72,177.8,4.818181818,19.36363636,0.272727273,7.181818182,2.545454545,0,0.636363636,3.272727273,5,0,0,2,1,1,2,0,Orthodox,170.18,177.8,25,28
Matt Hughes,Ricardo Almeida,8/7/2010,Red,FALSE,Welterweight,3,4.625,12.125,0,1.875,1.625,0,1.375,3.125,3,0,0,0,2,0,3,0,Orthodox,182.88,187.96,5.272727273,15.77272727,0.090909091,2.227272727,3.5,0.181818182,0.681818182,2.136363636,5,12,0,0,5,6,4,2,Switch,175.26,185.42,33,36
Roy Nelson,Junior Dos Santos,8/7/2010,Blue,FALSE,Heavyweight,3,10.2,13,1,1.4,0,0,0,0,0,0,0,0,0,5,0,0,Orthodox,193.04,195.58,0,8.5,1,0,1,0,0,0.5,0,1,0,0,0,2,0,0,Orthodox,182.88,182.88,26,34
Dustin Hazelett,Rick Story,8/7/2010,Blue,FALSE,Welterweight,3,9.25,18.5,0,1.5,2.75,1,2,3,1,0,0,2,0,0,1,0,Southpaw,175.26,180.34,2.25,10.75,0,1.375,0,0.125,1.625,0.25,3,0,0,0,1,0,4,0,Orthodox,185.42,193.04,25,24
Rodney Wallace,Phil Davis,8/7/2010,Blue,FALSE,Light Heavyweight,3,12.5,15,0,3.5,8,0,1,2,0,0,0,0,1,0,1,0,Orthodox,187.96,200.66,4.5,20,0,0,2,0.5,1.5,9,2,0,0,0,0,0,0,0,Switch,175.26,182.88,25,28
Johny Hendricks,Charlie Brenneman,8/7/2010,Red,FALSE,Welterweight,3,18,13,0,2,2,0,0,6,0,0,0,0,1,0,0,0,Orthodox,177.8,182.88,2.666666667,26.33333333,0.333333333,7.333333333,3,0,1.333333333,5,0,0,1,0,1,1,0,0,Southpaw,175.26,175.26,29,26
Todd Brown,Tim Boetsch,8/7/2010,Blue,FALSE,Light Heavyweight,3,6.25,16.75,0.25,2.5,0,0,0,0.25,2,0,0,0,0,2,0,0,Orthodox,182.88,187.96,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,180.34,?,29,33
Stefan Struve,Christian Morecraft,8/7/2010,Red,FALSE,Heavyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,198.12,205.74,2.6,6.2,0,5.6,0.6,0.4,2.4,0.4,2,0,1,0,0,0,2,0,Orthodox,210.82,213.36,23,22
Ben Saunders,Dennis Hallman,8/7/2010,Blue,FALSE,Welterweight,3,2.8,2.6,0,1.8,1,0.4,2,1,4,1,0,0,0,0,1,0,Orthodox,175.26,182.88,9.666666667,13.5,0.333333333,3,0.666666667,0,1,0.166666667,2,0,0,0,1,2,1,0,Orthodox,187.96,195.58,34,27
Jon Jones,Vladimir Matyushenko,8/1/2010,Red,FALSE,Light Heavyweight,3,2.428571429,16,0,4.571428571,2,0.142857143,0.142857143,2.428571429,2,1,0,1,3,1,0,0,Orthodox,182.88,187.96,9.2,20.4,0.2,3.8,1.6,0,0.2,2.4,1,0,0,0,2,1,1,0,Orthodox,193.04,213.36,39,23
Mark Munoz,Yushin Okami,8/1/2010,Blue,FALSE,Middleweight,3,4,24.6,0.3,2.6,3.5,0,0.8,1.7,2,0,0,0,4,3,0,1,Southpaw,187.96,190.5,7.5,17.5,0,2,1,0.5,0.5,1,1,0,0,1,0,2,0,0,Orthodox,182.88,182.88,29,32
John Howard,Jake Ellenberger,8/1/2010,Blue,FALSE,Welterweight,3,2.5,18,1.5,1,1,1.5,1.5,2.5,1,0,0,0,0,1,0,0,Orthodox,175.26,180.34,3.25,7.25,0.25,4.5,2,0.5,0.75,3.75,0,0,0,2,0,2,0,0,Orthodox,170.18,180.34,25,27
Tyson Griffin,Takanori Gomi,8/1/2010,Blue,FALSE,Lightweight,3,9,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Southpaw,170.18,177.8,11.1,27.5,0.1,11.9,0.1,0.1,0.9,1.2,3,0,0,1,4,1,1,0,Orthodox,167.64,172.72,31,26
Paul Kelly,Jacob Volkmann,8/1/2010,Blue,FALSE,Lightweight,3,2.666666667,14,0,1,1,0.333333333,0.333333333,2,2,0,0,1,0,0,0,0,Southpaw,175.26,180.34,6.666666667,29.83333333,0,2.666666667,2.166666667,1,1,1.333333333,2,0,0,0,3,0,1,0,Orthodox,175.26,177.8,29,25
DaMarques Johnson,Matthew Riddle,8/1/2010,Blue,FALSE,Welterweight,3,16,17.2,0,12.8,4.4,0.2,0.8,3.8,1,0,0,0,3,0,0,0,Southpaw,185.42,187.96,2.333333333,16,0.333333333,0.666666667,0.333333333,0.333333333,0.666666667,0,1,1,0,0,0,1,1,0,Orthodox,185.42,190.5,24,28
James Irvin,Igor Pokrajac,8/1/2010,Blue,FALSE,Light Heavyweight,3,1.5,17.5,1,2,1,0.5,0,1.5,2,0,0,0,0,0,0,0,Orthodox,182.88,193.04,0.888888889,2,0.333333333,2.444444444,0,0,0.111111111,0,5,0,0,0,0,3,0,0,Orthodox,187.96,190.5,31,31
Brian Stann,Mike Massenzio,8/1/2010,Red,FALSE,Middleweight,3,0,1.5,0.5,0,1,0,1.5,0.5,1,0,0,0,0,0,1,0,Southpaw,187.96,185.42,5,8.75,0,9.5,0.25,0,0,0,2,0,0,0,2,0,0,0,Orthodox,185.42,187.96,27,29
Darren Elkins,Charles Oliveira,8/1/2010,Blue,FALSE,Lightweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Orthodox,177.8,180.34,20,26
Rob Kimmons,Steve Steinbeiss,8/1/2010,Red,FALSE,Middleweight,3,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Orthodox,190.5,190.5,2.25,6.75,0,0.75,0.5,0,1.5,0.5,2,0,0,0,0,0,2,0,Orthodox,177.8,185.42,29,29
Brock Lesnar,Shane Carwin,7/3/2010,Red,TRUE,Heavyweight,5,0.75,12.75,0.75,4.25,0.75,0,0,0.25,0,1,0,0,0,4,0,0,Orthodox,187.96,203.2,9.25,23.25,0.5,2.25,3,0,0.25,2.25,1,2,0,0,1,2,0,0,Orthodox,190.5,205.74,35,32
Chris Leben,Yoshihiro Akiyama,7/3/2010,Red,FALSE,Middleweight,3,2,50,0,3,2,0,0,3,0,0,0,1,0,0,0,0,Orthodox,177.8,185.42,4.933333333,17.26666667,0.266666667,5.6,1.466666667,0,0.266666667,1,5,0,0,1,2,6,1,0,Southpaw,180.34,187.96,34,29
Chris Lytle,Matt Brown,7/3/2010,Red,FALSE,Welterweight,3,9.666666667,16,0.5,2.666666667,0.5,0,1.5,0.333333333,2,0,0,0,0,3,1,0,Orthodox,182.88,190.5,10.1875,16.5625,0.125,4.1875,0.75,0.375,1.3125,0.5625,9,1,0,0,2,1,4,0,Orthodox,180.34,172.72,29,35
Krzysztof Soszynski,Stephan Bonnar,7/3/2010,Blue,FALSE,Light Heavyweight,3,4.363636364,21.72727273,0.090909091,2.909090909,1.454545455,0.181818182,1,0.727272727,6,1,0,0,2,1,2,0,Orthodox,193.04,198.12,3.2,17.2,0.2,5.4,1.6,0,0.6,0.6,1,0,0,0,0,1,2,1,Open Stance,185.42,195.58,33,32
George Sotiropoulos,Kurt Pellegrino,7/3/2010,Red,FALSE,Lightweight,3,3.1,17.7,0.2,1,3.9,0.4,0.7,2,3,0,0,0,2,1,4,0,Orthodox,172.72,177.8,2,15.8,0,0.2,5.2,0.4,2,2.2,0,0,0,0,1,1,3,0,Orthodox,177.8,180.34,31,32
Brendan Schaub,Chris Tuchscherer,7/3/2010,Red,FALSE,Heavyweight,3,1,6.5,0,4.5,0.5,0,0.5,0.5,1,0,1,0,0,0,0,0,Orthodox,187.96,193.04,0,18.5,0.5,0,0,0,0,0,1,1,0,0,0,1,0,0,Orthodox,193.04,198.12,34,27
Seth Petruzelli,Ricardo Romero,7/3/2010,Blue,FALSE,Light Heavyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,4,7.5,0.5,5,0,0,0.5,0.5,2,0,0,0,0,0,0,0,Orthodox,182.88,193.04,32,30
Kendall Grove,Goran Reljic,7/3/2010,Red,FALSE,Middleweight,3,7.5,17,0.5,2,0.5,0.5,1.5,0.5,1,0,0,0,0,1,0,0,Southpaw,190.5,205.74,5.1,12.8,0.2,1.8,0.8,0.4,1.6,0.3,4,1,0,1,1,2,2,0,Orthodox,198.12,200.66,26,27
Gerald Harris,David Branch,7/3/2010,Red,FALSE,Middleweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,185.42,198.12,0.5,18,1,0.5,0.5,0.5,0,0.5,0,0,0,0,0,2,0,0,Southpaw,180.34,195.58,28,30
Forrest Petz,Daniel Roberts,7/3/2010,Blue,FALSE,Welterweight,3,0,7,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Southpaw,177.8,187.96,14,16.8,1,1.6,0.6,0.4,0,1.2,3,0,0,0,2,0,0,0,Orthodox,175.26,180.34,29,34
Jon Madsen,Karlos Vemola,7/3/2010,Red,FALSE,Heavyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,5.5,23,0,0.5,0,0,0,0.5,0,0,0,1,1,0,0,0,Orthodox,182.88,182.88,24,30
Court McGee,Kris McCray,6/19/2010,Red,TRUE,Middleweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,28,25
Keith Jardine,Matt Hamill,6/19/2010,Blue,FALSE,Light Heavyweight,3,1.111111111,23.88888889,0.111111111,2.111111111,0.888888889,0,0,1.888888889,2,0,0,0,1,5,0,0,Orthodox,185.42,193.04,5.416666667,23,0.25,11,0,0,0,0.25,6,0,0,2,2,2,0,0,Orthodox,187.96,193.04,33,34
Chris Leben,Aaron Simpson,6/19/2010,Red,FALSE,Middleweight,3,5.666666667,18,0.666666667,2,1,0,0,2,0,0,0,1,0,2,0,0,Orthodox,182.88,185.42,5.142857143,16.28571429,0.285714286,5.357142857,1.571428571,0,0.285714286,1.071428571,5,0,0,1,2,5,1,0,Southpaw,180.34,187.96,35,29
Spencer Fisher,Dennis Siver,6/19/2010,Blue,FALSE,Lightweight,3,2,15.5,0.5,4.875,0.875,0.25,0.25,0.5,4,0,0,0,0,3,1,0,Orthodox,167.64,177.8,11.91666667,17.08333333,0.25,5.25,1.416666667,0.166666667,0.666666667,0.583333333,4,0,0,0,3,2,2,1,Southpaw,170.18,177.8,31,34
Jamie Yager,Rich Attonito,6/19/2010,Blue,FALSE,Middleweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,185.42,?,33,26
John Gunderson,Mark Holst,6/19/2010,Red,FALSE,Lightweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,182.88,?,0,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,Orthodox,175.26,175.26,24,31
Brad Tavares,Seth Baczynski,6/19/2010,Red,FALSE,Middleweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,190.5,187.96,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,28,22
Josh Bryant,Kyle Noke,6/19/2010,Blue,FALSE,Middleweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Southpaw,185.42,193.04,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,177.8,?,30,30
Chris Camozzi,James Hammortree,6/19/2010,Red,FALSE,Middleweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,190.5,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,26,23
James McSweeney,Travis Browne,6/19/2010,Blue,FALSE,Heavyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,198.12,200.66,14,40,0,4,8,2,2,1,0,0,0,0,0,1,0,0,Switch,193.04,195.58,27,29
Chuck Liddell,Rich Franklin,6/12/2010,Blue,FALSE,Light Heavyweight,3,10.125,26.3125,0.5625,5.125,1.25,0.1875,0.125,0.75,4,5,0,0,3,7,1,1,Southpaw,185.42,190.5,1.954545455,18.40909091,0.636363636,6.636363636,0.136363636,0.090909091,0,0.272727273,6,7,0,0,6,9,0,1,Orthodox,187.96,193.04,35,40
Mirko Cro Cop,Pat Barry,6/12/2010,Red,FALSE,Heavyweight,3,1.333333333,9,0.333333333,2.333333333,0.666666667,0,0,0,1,0,0,0,0,2,0,0,Orthodox,180.34,187.96,3.333333333,12.5,0.333333333,1.333333333,0.666666667,0,0.166666667,0.333333333,3,0,0,0,0,2,0,1,Southpaw,187.96,185.42,30,35
Paulo Thiago,Martin Kampmann,6/12/2010,Blue,FALSE,Welterweight,3,4.111111111,19.33333333,0.333333333,1.555555556,1.444444444,0.222222222,1.444444444,0.888888889,2,0,0,1,1,1,4,0,Orthodox,182.88,182.88,3,8.25,1,2.5,2,0.25,1.5,0.5,1,0,0,0,1,1,1,0,Orthodox,180.34,185.42,28,29
Ben Rothwell,Gilbert Yvel,6/12/2010,Red,FALSE,Heavyweight,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Orthodox,187.96,195.58,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Orthodox,193.04,198.12,33,28
Carlos Condit,Rory MacDonald,6/12/2010,Red,FALSE,Welterweight,3,1,7,0,0,1,0,2,2,0,0,0,0,0,0,1,0,Orthodox,182.88,193.04,9,20.5,0,1.5,5.5,1,2,2,1,0,0,1,0,0,0,0,Orthodox,187.96,190.5,20,26
Tyson Griffin,Evan Dunham,6/12/2010,Blue,FALSE,Lightweight,3,1.666666667,28,0.666666667,1.333333333,1.333333333,0,0.666666667,1.333333333,0,0,0,1,0,1,1,0,Southpaw,177.8,177.8,12.33333333,29.44444444,0.111111111,11.44444444,0.111111111,0.111111111,0.888888889,1.333333333,2,0,0,1,4,1,1,0,Orthodox,167.64,172.72,28,26
Mac Danzig,Matt Wiman,6/12/2010,Blue,FALSE,Lightweight,3,3.375,22.25,0.125,3.75,2,0.375,1.25,2,3,0,0,0,2,2,1,0,Orthodox,177.8,172.72,5.166666667,26.5,0.333333333,2.833333333,2.833333333,0.5,0.666666667,1,3,1,0,0,1,0,2,0,Orthodox,172.72,177.8,26,30
David Loiseau,Mario Miranda,6/12/2010,Blue,FALSE,Middleweight,3,1,8,1,7,0,0,0,0,1,0,0,0,0,0,0,0,Orthodox,190.5,187.96,3.125,15,0.5,2.375,0.625,0.25,0.125,0.375,4,1,0,0,0,2,0,2,Orthodox,182.88,193.04,30,30
James Wilks,Peter Sobotta,6/12/2010,Red,FALSE,Welterweight,3,4,5,0,9,0,0,0,2,1,0,0,0,0,0,0,0,Southpaw,182.88,190.5,1.5,12,0,4.5,1.5,1,5.5,1.5,1,1,0,0,0,0,1,0,Orthodox,185.42,190.5,23,32
Ricardo Funch,Claude Patrick,6/12/2010,Blue,FALSE,Welterweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,6,6,0,4,0,0,0,1,1,0,0,0,0,0,0,0,Southpaw,177.8,193.04,29,29
Mike Pyle,Jesse Lennox,6/12/2010,Red,FALSE,Welterweight,3,9,18.5,0,2,1,0,0.5,1,1,0,0,0,0,0,0,1,Orthodox,175.26,182.88,0.666666667,4,0,1.333333333,0.333333333,0,1,0.666666667,2,0,0,0,0,0,1,0,Orthodox,182.88,187.96,28,34
Rampage Jackson,Rashad Evans,5/29/2010,Blue,FALSE,Light Heavyweight,3,2.909090909,18.72727273,0.363636364,0.727272727,1.909090909,0,0,3.727272727,2,3,1,3,1,4,0,0,Orthodox,182.88,190.5,8.833333333,27.16666667,1.166666667,4.333333333,1.333333333,0,0,0.666666667,1,3,0,0,2,3,0,0,Orthodox,185.42,185.42,30,31
Michael Bisping,Dan Miller,5/29/2010,Red,FALSE,Middleweight,3,2.2,8,0,2.2,0.2,0.2,1.2,1.2,2,0,0,0,1,0,2,0,Orthodox,185.42,187.96,8,25.27272727,0.272727273,3.090909091,1.090909091,0.181818182,0.454545455,1.636363636,3,1,0,1,1,6,0,0,Orthodox,185.42,190.5,28,31
Todd Duffee,Mike Russow,5/29/2010,Blue,FALSE,Heavyweight,3,4,17,0,0,3,1,2,8,0,0,0,0,1,0,0,0,Orthodox,185.42,185.42,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Orthodox,190.5,200.66,33,24
Jason Brilz,Rogerio Nogueira,5/29/2010,Blue,FALSE,Light Heavyweight,3,0,11,1,3,0,0,0,0,0,0,0,0,0,1,0,0,Southpaw,187.96,190.5,5.25,29,0,7,4.75,0.25,0.75,2,1,0,0,0,2,1,0,0,Orthodox,180.34,180.34,33,34
Diego Sanchez,John Hathaway,5/29/2010,Blue,FALSE,Welterweight,3,11,27.33333333,0,4.666666667,3,0.333333333,1,4.666666667,0,0,0,0,2,1,0,0,Orthodox,185.42,190.5,6.384615385,26.30769231,0.384615385,0.846153846,1.769230769,0.230769231,1,1.384615385,3,2,0,1,4,5,0,0,Southpaw,177.8,182.88,22,28
Amir Sadollah,Dong Hyun Kim,5/29/2010,Blue,FALSE,Welterweight,3,2.5,28.75,0,3,4.5,0.25,1,3,1,0,0,1,1,1,0,0,Southpaw,187.96,193.04,20.75,23.5,0,12,1,0,0.5,0.5,1,1,0,0,2,0,1,0,Orthodox,177.8,187.96,28,29
Efrain Escudero,Dan Lauzon,5/29/2010,Red,FALSE,Lightweight,3,1,7.5,0.5,0.5,1,0,0,1.5,2,0,0,0,0,0,0,0,Orthodox,177.8,?,2.333333333,12.33333333,0.666666667,6.333333333,1.666666667,0.333333333,0.666666667,2.666666667,1,1,0,0,1,1,0,0,Orthodox,175.26,177.8,22,24
Melvin Guillard,Waylon Lowe,5/29/2010,Red,FALSE,Lightweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Southpaw,170.18,?,2.3,9.1,0.6,2,0.3,0.2,0.1,1.3,4,0,0,1,1,3,0,1,Orthodox,175.26,172.72,29,27
Luiz Cane,Cyrille Diabate,5/29/2010,Blue,FALSE,Light Heavyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Southpaw,198.12,205.74,4.8,24.8,0.8,1.4,0,0,0,0.2,2,0,0,0,1,2,0,0,Southpaw,187.96,195.58,36,29
Aaron Riley,Joe Brammer,5/29/2010,Red,FALSE,Lightweight,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,Orthodox,172.72,?,11.5,19.5,0,7.5,0.5,0,0.166666667,0.833333333,4,0,0,0,2,0,0,0,Southpaw,172.72,175.26,26,29
Jesse Forbes,Ryan Jensen,5/29/2010,Blue,FALSE,Middleweight,3,0.8,10,0,1.4,0.4,0.2,0.6,0.6,4,0,0,0,0,0,1,0,Orthodox,185.42,193.04,8.5,11,0,1,0,0,0,0,2,0,0,0,0,0,0,0,Southpaw,187.96,190.5,32,25
Lyoto Machida,Mauricio Rua,5/8/2010,Blue,TRUE,Light Heavyweight,5,10,21,0.75,17.25,0.25,0,0.5,1.5,2,1,0,0,0,2,0,0,Orthodox,185.42,193.04,10.875,23.25,1.125,9.375,4.125,0.25,0.875,1.125,0,2,0,0,5,2,1,0,Southpaw,185.42,187.96,28,31
Josh Koscheck,Paul Daley,5/8/2010,Red,FALSE,Welterweight,3,1,14.5,0.5,2,0,0,0,0,0,0,0,0,0,2,0,0,Orthodox,175.26,193.04,2.5,13.75,0.25,1.4375,2.5,0.0625,0.375,1.8125,4,0,0,0,4,5,3,0,Orthodox,177.8,185.42,27,32
Sam Stout,Jeremy Stephens,5/8/2010,Blue,FALSE,Lightweight,3,4.5,17.25,0.5,3,0.25,0.75,0.375,0.75,4,0,0,0,1,2,0,1,Orthodox,172.72,180.34,15,27.25,0.125,11.5,0.375,0.125,0,0.125,4,0,0,1,3,0,0,0,Orthodox,175.26,177.8,23,26
Kevin Ferguson,Matt Mitrione,5/8/2010,Blue,FALSE,Heavyweight,3,4,6,1,4,0,0,0,0,0,0,0,0,0,1,0,0,Switch,190.5,200.66,4,23,0,0,5,0,1,4,0,0,0,0,1,0,0,0,Orthodox,187.96,?,31,36
Patrick Cote,Alan Belcher,5/8/2010,Blue,FALSE,Middleweight,3,3.9,14.4,0.3,8.2,0.2,0.1,0.4,0.3,4,0,0,1,0,2,2,1,Orthodox,187.96,185.42,2.888888889,13.88888889,0.444444444,5.222222222,0.666666667,0.111111111,0.111111111,0.222222222,5,2,0,1,1,2,0,0,Orthodox,180.34,180.34,26,30
Tom Lawlor,Joe Doerksen,5/8/2010,Blue,FALSE,Middleweight,3,3,5.666666667,0.166666667,1.666666667,2,0.333333333,1.833333333,2,5,0,0,0,0,0,1,0,Orthodox,182.88,190.5,0.666666667,21.33333333,0,0,0.666666667,0,1,2.666666667,1,0,0,0,1,0,1,0,Southpaw,182.88,187.96,32,26
Marcus Davis,Jonathan Goulet,5/8/2010,Red,FALSE,Welterweight,3,1.625,6.25,0.25,1.625,2.125,0.5,0.25,1.25,4,0,1,0,0,1,1,1,Orthodox,182.88,185.42,4.75,14.5,0.25,3.75,1.166666667,0,0.916666667,0.916666667,4,0,0,1,1,2,4,0,Southpaw,177.8,177.8,30,36
TJ Grant,Johny Hendricks,5/8/2010,Blue,FALSE,Welterweight,3,3,21.5,0.5,3.5,3,0,2,3.5,0,0,0,0,1,1,0,0,Southpaw,175.26,175.26,8.333333333,13.66666667,0.333333333,6,3.333333333,0.333333333,0,1.666666667,1,0,0,1,0,1,0,0,Orthodox,177.8,182.88,26,26
Joey Beltran,Tim Hague,5/8/2010,Red,FALSE,Heavyweight,3,2.666666667,8,0,0.666666667,1.333333333,0,0.666666667,0.666666667,2,0,0,0,0,0,1,0,Orthodox,193.04,193.04,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Orthodox,185.42,190.5,26,28
Yoshiyuki Yoshida,Mike Guymon,5/8/2010,Blue,FALSE,Welterweight,3,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Orthodox,182.88,187.96,1.5,0.5,0,0.75,0.5,0.25,0.5,0.25,2,0,0,0,0,0,2,0,Southpaw,180.34,177.8,35,35
Jason MacDonald,John Salter,5/8/2010,Blue,FALSE,Middleweight,3,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Southpaw,185.42,187.96,1.6,4.8,0,5.8,1.2,0.4,1,0.8,5,0,0,0,0,2,3,0,Orthodox,190.5,203.2,25,34
Anderson Silva,Demian Maia,4/10/2010,Red,TRUE,Middleweight,5,1.857142857,9.714285714,0,0.714285714,2.571428571,0.428571429,1.285714286,1.571428571,1,0,0,0,1,0,5,0,Southpaw,185.42,182.88,6.9,16,1.1,7.3,0.2,0.1,0.3,0.2,0,6,0,0,1,7,2,0,Southpaw,187.96,195.58,32,34
BJ Penn,Frankie Edgar,4/10/2010,Blue,TRUE,Lightweight,5,8.142857143,34.85714286,0,3,2.857142857,0.142857143,0.285714286,4,1,0,0,0,4,1,1,0,Orthodox,167.64,172.72,7,28.8125,0.3125,2.9375,2.5,0.0625,0.6875,1.3125,5,9,0,0,1,5,4,1,Orthodox,175.26,177.8,28,31
Matt Hughes,Renzo Gracie,4/10/2010,Red,FALSE,Welterweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,177.8,?,5.238095238,15,0,0.80952381,3.666666667,0.19047619,0.714285714,2.238095238,5,12,0,0,5,5,4,2,Switch,175.26,185.42,43,36
Terry Etim,Rafael Dos Anjos,4/10/2010,Blue,FALSE,Lightweight,3,2,20,0,10.25,2.5,0.25,1.75,2.75,2,0,0,0,2,0,0,0,Southpaw,172.72,177.8,2.428571429,12,0.285714286,11,0.142857143,0.142857143,1.142857143,0.142857143,2,0,0,0,1,1,3,0,Orthodox,185.42,185.42,25,24
Kendall Grove,Mark Munoz,4/10/2010,Blue,FALSE,Middleweight,3,7.333333333,17.66666667,0,2.666666667,1.333333333,0.333333333,0.666666667,1,1,0,0,1,0,1,0,0,Orthodox,182.88,182.88,5.444444444,13.44444444,0.111111111,2,0.777777778,0.333333333,1.444444444,0.333333333,3,1,0,1,1,2,2,0,Orthodox,198.12,200.66,32,27
Alexander Gustafsson,Phil Davis,4/10/2010,Blue,FALSE,Light Heavyweight,3,21,26,0,1,15,0,1,3,0,0,0,0,1,0,0,0,Orthodox,187.96,200.66,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Orthodox,195.58,200.66,25,23
Nick Osipczak,Rick Story,4/10/2010,Blue,FALSE,Welterweight,3,9,17.66666667,0,2,3,1.333333333,2.333333333,3,1,0,0,1,0,0,1,0,Southpaw,175.26,180.34,4.5,19,0,6.5,2.5,1,1,0.5,0,0,0,0,0,1,1,0,Orthodox,187.96,193.04,25,25
DaMarques Johnson,Brad Blackburn,4/10/2010,Red,FALSE,Welterweight,3,8,37.25,1.25,13.5,0,0,0.25,0,1,0,0,1,1,1,0,0,Orthodox,177.8,185.42,2,8.5,0,1,0,0,0.5,0,1,1,0,0,0,0,1,0,Orthodox,185.42,190.5,32,27
Paul Kelly,Matt Veach,4/10/2010,Red,FALSE,Lightweight,3,1,8,0.5,0.5,0,0,0,2,1,0,0,0,0,1,0,0,Orthodox,180.34,?,6.8,27.6,0,3.2,1.8,0.8,0.6,1.6,2,0,0,0,3,0,0,0,Orthodox,175.26,177.8,28,25
